text,intent,category,confidence
Em bé bị kiệt sức,symptom_inquiry,triệu_chứng,0.8
Ăn vui 771,unknown,không_xác_định,1.0
Bà ngoại bị ho,symptom_inquiry,triệu_chứng,1.0
Bí quyết để giữ ấm mùa đông?,general_health,sức_khỏe_tổng_quát,1.0
Tăng cường đề kháng,general_health,sức_khỏe_tổng_quát,1.0
Thuốc losartan có tương tác với calcium không?,drug_interaction,tương_tác_thuốc,1.0
Cách sử dụng aspirin đúng,dosage_question,liều_lượng,1.0
Tình huống khẩn cấp: chảy máu nhiều,emergency,cấp_cứu,1.0
Ăn đẹp 515,unknown,không_xác_định,1.0
Ăn đẹp 327,unknown,không_xác_định,1.0
Xem tốt 724,unknown,không_xác_định,1.0
Anh ấy bị đau dạ dày,symptom_inquiry,triệu_chứng,0.8
"Chào, chúc cô sức khỏe",greeting,chào_hỏi,1.0
Có triệu chứng sốt nhẹ,symptom_inquiry,triệu_chứng,0.8
"Xin chào, cảm ơn bác sĩ đã hỗ trợ",greeting,chào_hỏi,1.0
Cách điều trị sốt,symptom_inquiry,triệu_chứng,0.7
Nhạc đẹp 260,unknown,không_xác_định,1.0
Cần làm gì để ăn uống lành mạnh?,general_health,sức_khỏe_tổng_quát,1.0
Thuốc acetaminophen có gây mệt mỏi không,side_effects,tác_dụng_phụ,0.8
Thuốc aspirin uống bao nhiêu viên,dosage_question,liều_lượng,1.0
Cách bảo vệ mắt hiệu quả nhất?,general_health,sức_khỏe_tổng_quát,1.0
Nhạc hay 582,unknown,không_xác_định,1.0
Lịch uống thuốc ibuprofen,dosage_question,liều_lượng,0.7
Ăn hay 411,unknown,không_xác_định,1.0
Mấy ngày nay đau bụng,symptom_inquiry,triệu_chứng,1.0
Kết hợp losartan với digoxin có an toàn?,drug_interaction,tương_tác_thuốc,1.0
Đang bị ho,symptom_inquiry,triệu_chứng,1.0
Nhạc ngon 157,unknown,không_xác_định,1.0
Thuốc paracetamol chữa bệnh gì,drug_question,thuốc,1.0
Báo động đỏ: đau ngực dữ dội,emergency,cấp_cứu,1.0
Thuốc acetylsalicylic acid uống mấy lần một ngày,dosage_question,liều_lượng,0.8
Xem đẹp 623,unknown,không_xác_định,1.0
Lối sống lành mạnh với trầm cảm?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Kết hợp metformin với digoxin có an toàn?,drug_interaction,tương_tác_thuốc,1.0
Cần cấp cứu ngay vì sốt cao trên 40 độ,emergency,cấp_cứu,1.0
Cách tăng cường miễn dịch hiệu quả nhất?,general_health,sức_khỏe_tổng_quát,1.0
mới đây đau đầu,symptom_inquiry,triệu_chứng,0.8
Cho tôi hỏi về thuốc amoxicillin,drug_question,thuốc,1.0
Khi nào cần điện tim?,medical_procedure,thủ_thuật_y_tế,1.0
Phim đẹp 756,unknown,không_xác_định,1.0
Đang bị đau bụng,symptom_inquiry,triệu_chứng,1.0
Có thể dùng lisinopril cùng với calcium không?,drug_interaction,tương_tác_thuốc,1.0
Phối hợp ibuprofen và insulin có nguy hiểm không?,drug_interaction,tương_tác_thuốc,1.0
Phối hợp metformin và tramadol có nguy hiểm không?,drug_interaction,tương_tác_thuốc,1.0
Cách sống khỏe với trầm cảm?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Cách sử dụng amoxicillin đúng,dosage_question,liều_lượng,1.0
Tình trạng nguy kịch: sốc phản vệ,emergency,cấp_cứu,1.0
"Chào buổi sáng ông/bà, tôi có câu hỏi",greeting,chào_hỏi,1.0
Sau khi uống amoxicillin bị mệt mỏi,side_effects,tác_dụng_phụ,1.0
Kinh nghiệm tăng cường miễn dịch hiệu quả?,general_health,sức_khỏe_tổng_quát,1.0
gần đây đau bụng,symptom_inquiry,triệu_chứng,0.8
Tác dụng phụ của ibuprofen,side_effects,tác_dụng_phụ,1.0
Tôi thấy ho có đờm,symptom_inquiry,triệu_chứng,0.8
Mua thuốc acetylsalicylic acid ở đâu,drug_question,thuốc,0.8
Tôi có triệu chứng đau họng,symptom_inquiry,triệu_chứng,0.7
Làm sao để giữ dáng an toàn?,general_health,sức_khỏe_tổng_quát,1.0
Báo động đỏ: gãy xương hở,emergency,cấp_cứu,1.0
Công dụng của aspirin,drug_question,thuốc,0.7
Phối hợp atorvastatin và tramadol có nguy hiểm không?,drug_interaction,tương_tác_thuốc,1.0
Thời gian uống paracetamol,dosage_question,liều_lượng,0.7
Mấy ngày nay ho có đờm,symptom_inquiry,triệu_chứng,0.8
aaaaaa,unknown,không_xác_định,1.0
Có dấu hiệu sốt,symptom_inquiry,triệu_chứng,1.0
"Xin chào, chúc ông/bà bình an",greeting,chào_hỏi,1.0
Xem hay 176,unknown,không_xác_định,1.0
Tác hại của thuốc amoxicillin,side_effects,tác_dụng_phụ,1.0
Sinh hoạt hàng ngày cho mất ngủ?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Sinh hoạt hàng ngày cho gan nhiễm mỡ?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Thuốc acetaminophen uống lúc nào,dosage_question,liều_lượng,0.8
Thuốc ibuprofen có làm giảm tác dụng của warfarin?,drug_interaction,tương_tác_thuốc,1.0
Thuốc ibuprofen có gây mệt mỏi không,side_effects,tác_dụng_phụ,1.0
Có nên ngừng uống acetylsalicylic acid không vì bị mệt mỏi,side_effects,tác_dụng_phụ,0.8
Ăn tốt 482,unknown,không_xác_định,1.0
ibuprofen uống như thế nào?,drug_question,thuốc,1.0
Uống acetylsalicylic acid bao nhiêu mg một ngày?,dosage_question,liều_lượng,0.8
Tôi nên bảo vệ mắt như thế nào?,general_health,sức_khỏe_tổng_quát,1.0
Xem tốt 669,unknown,không_xác_định,1.0
Phản ứng phụ của aspirin,side_effects,tác_dụng_phụ,0.7
Tương tác giữa losartan và insulin như thế nào?,drug_interaction,tương_tác_thuốc,1.0
Xem vui 891,unknown,không_xác_định,1.0
"Xin kính chào, tôi cần tư vấn y tế",greeting,chào_hỏi,1.0
Thuốc acetylsalicylic acid chữa bệnh gì,drug_question,thuốc,0.8
Sinh hoạt hàng ngày cho tiểu đường?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Anh ấy bị ho,symptom_inquiry,triệu_chứng,1.0
Thuốc ibuprofen làm tôi chóng mặt,side_effects,tác_dụng_phụ,1.0
Thuốc paracetamol có an toàn không,drug_question,thuốc,1.0
Phối hợp amoxicillin và gabapentin có nguy hiểm không?,drug_interaction,tương_tác_thuốc,1.0
Sau đo mật độ xương cần lưu ý gì?,medical_procedure,thủ_thuật_y_tế,1.0
"Xin kính chào, chúc chuyên gia sức khỏe",greeting,chào_hỏi,1.0
"Chào bác sĩ, rất vui được gặp thầy",greeting,chào_hỏi,1.0
Tuần này sốt,symptom_inquiry,triệu_chứng,1.0
Uống amoxicillin có ảnh hưởng gì,side_effects,tác_dụng_phụ,1.0
Uống aspirin có ảnh hưởng gì,side_effects,tác_dụng_phụ,1.0
không liên quan,unknown,không_xác_định,1.0
Anh ấy bị sốt,symptom_inquiry,triệu_chứng,1.0
Thời gian xét nghiệm máu mất bao lâu?,medical_procedure,thủ_thuật_y_tế,1.0
Help! sốc phản vệ,emergency,cấp_cứu,1.0
Sinh hoạt hàng ngày cho gout?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
ibuprofen có tác dụng phụ gì không,drug_question,thuốc,1.0
Bảo vệ sức khỏe,general_health,sức_khỏe_tổng_quát,1.0
Thuốc ibuprofen có an toàn không,drug_question,thuốc,1.0
Nhạc ngon 299,unknown,không_xác_định,1.0
Phẫu thuật thay khớp háng có nguy hiểm không?,medical_procedure,medical_procedure,1.0
Xem ngon 846,unknown,không_xác_định,1.0
Hi bác sĩ,greeting,chào_hỏi,1.0
Từ sáng ngứa,symptom_inquiry,triệu_chứng,0.7
Phương pháp bảo vệ mắt tốt nhất?,general_health,sức_khỏe_tổng_quát,1.0
Mua thuốc ibuprofen ở đâu,drug_question,thuốc,1.0
Cảm thấy đau bụng,symptom_inquiry,triệu_chứng,1.0
Xem vui 872,unknown,không_xác_định,1.0
Nhạc vui 559,unknown,không_xác_định,1.0
Uống paracetamol xong bị đau đầu,side_effects,tác_dụng_phụ,1.0
Khẩn cấp: sốc phản vệ,emergency,cấp_cứu,1.0
Hướng dẫn cải thiện tuần hoàn chi tiết?,general_health,sức_khỏe_tổng_quát,1.0
Chuẩn bị gì trước khi test dị ứng?,medical_procedure,thủ_thuật_y_tế,1.0
"Chào buổi sáng, bạn có thể giúp tôi không?",greeting,chào_hỏi,1.0
Bà ngoại bị sốt,symptom_inquiry,triệu_chứng,1.0
Tác dụng phụ của cetirizine,side_effects,tác_dụng_phụ,0.7
Hướng dẫn phòng bệnh chi tiết?,general_health,sức_khỏe_tổng_quát,1.0
Cho tôi hỏi về thuốc aspirin,drug_question,thuốc,1.0
"Chúc chuyên gia, tôi cần hỗ trợ",greeting,chào_hỏi,1.0
Thuốc acetaminophen có tác dụng gì,drug_question,thuốc,0.8
Help! khó thở nghiêm trọng,emergency,cấp_cứu,1.0
Cách dùng thuốc Brufen,dosage_question,liều_lượng,0.8
Uống amoxicillin có hại gì không?,side_effects,tác_dụng_phụ,0.7
Chống chỉ định của amoxicillin,side_effects,tác_dụng_phụ,0.7
Hi quý vị ơi,greeting,chào_hỏi,1.0
Ông ấy bị mệt lả,symptom_inquiry,triệu_chứng,0.8
Từ hôm qua đau đầu,symptom_inquiry,triệu_chứng,1.0
Bạn có thể giúp tôi không?,greeting,chào_hỏi,1.0
Em bé bị mệt mỏi,symptom_inquiry,triệu_chứng,1.0
Ai nên thực hiện xét nghiệm nước tiểu?,medical_procedure,thủ_thuật_y_tế,1.0
Nhạc hay 145,unknown,không_xác_định,1.0
Thuốc amoxicillin có gây đau đầu không,side_effects,tác_dụng_phụ,1.0
Có thể dùng ibuprofen cùng với warfarin không?,drug_interaction,tương_tác_thuốc,1.0
thời gian gần đây đau bụng,symptom_inquiry,triệu_chứng,0.8
Cần bác sĩ gấp: co giật,emergency,cấp_cứu,1.0
Phương pháp giảm stress tốt nhất?,general_health,sức_khỏe_tổng_quát,1.0
Thuốc omeprazole có ảnh hưởng đến warfarin?,drug_interaction,tương_tác_thuốc,1.0
Ăn tốt 311,unknown,không_xác_định,1.0
Cảm thấy đau đầu,symptom_inquiry,triệu_chứng,1.0
Liều tối đa của acetaminophen,dosage_question,liều_lượng,0.8
Bị ho có đờm phải làm sao?,symptom_inquiry,triệu_chứng,0.8
Phim đẹp 117,unknown,không_xác_định,1.0
Thành phần của cetirizine,drug_question,thuốc,0.7
Thuốc acetylsalicylic acid có gây mệt mỏi không,side_effects,tác_dụng_phụ,0.8
Tương tác giữa aspirin và digoxin như thế nào?,drug_interaction,tương_tác_thuốc,1.0
"Tôi đang uống amoxicillin, có thể uống thêm warfarin?",drug_interaction,tương_tác_thuốc,1.0
Chế độ ăn cho người dạ dày?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Tình trạng nguy kịch: sốt cao trên 40 độ,emergency,cấp_cứu,1.0
Phim đẹp 505,unknown,không_xác_định,1.0
Sau khi uống metformin bị mệt mỏi,side_effects,tác_dụng_phụ,0.7
Uống acetaminophen có bị chóng mặt không?,side_effects,tác_dụng_phụ,0.8
Con tôi có ho,symptom_inquiry,triệu_chứng,0.7
Có nên ngừng uống aspirin không vì bị buồn nôn,side_effects,tác_dụng_phụ,1.0
Hi thầy ơi,greeting,chào_hỏi,1.0
Thuốc paracetamol uống mấy lần một ngày,dosage_question,liều_lượng,1.0
Tác hại của thuốc metformin,side_effects,tác_dụng_phụ,0.7
Tôi bị sốt cao,symptom_inquiry,triệu_chứng,0.8
Thuốc metformin có làm giảm tác dụng của iron?,drug_interaction,tương_tác_thuốc,1.0
"Đang dùng metformin, có được uống insulin?",drug_interaction,tương_tác_thuốc,1.0
Sau xét nghiệm máu cần lưu ý gì?,medical_procedure,thủ_thuật_y_tế,1.0
Lưu ý khi dùng amoxicillin,side_effects,tác_dụng_phụ,0.7
Kinh nghiệm tăng cường trí nhớ hiệu quả?,general_health,sức_khỏe_tổng_quát,1.0
Thuốc ibuprofen uống trước hay sau ăn,dosage_question,liều_lượng,1.0
Tôi thấy đau đầu,symptom_inquiry,triệu_chứng,1.0
Hiệu quả của xét nghiệm máu ra sao?,medical_procedure,thủ_thuật_y_tế,1.0
Sau MRI não cần lưu ý gì?,medical_procedure,thủ_thuật_y_tế,1.0
Cách giữ gìn sức khỏe,general_health,sức_khỏe_tổng_quát,1.0
Sau test dị ứng cần lưu ý gì?,medical_procedure,thủ_thuật_y_tế,1.0
Thông tin về ibuprofen,drug_question,thuốc,1.0
"Chào anh/chị, tôi cần hỗ trợ",greeting,chào_hỏi,1.0
Cho tôi hỏi về thuốc acetaminophen,drug_question,thuốc,0.8
Chào ông/bà!,greeting,chào_hỏi,1.0
Ăn ngon 713,unknown,không_xác_định,1.0
Lối sống lành mạnh với hen suyễn?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Thuốc acetaminophen có độc hại không,side_effects,tác_dụng_phụ,0.8
Giá thuốc acetaminophen bao nhiêu,drug_question,thuốc,0.8
Thuốc paracetamol làm tôi chóng mặt,side_effects,tác_dụng_phụ,1.0
Thông tin về paracetamol,drug_question,thuốc,1.0
"Hello, xin chào!",greeting,chào_hỏi,1.0
Thói quen tốt cho mất ngủ?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Một ngày uống aspirin mấy lần?,dosage_question,liều_lượng,0.7
Uống aspirin xong bị đau đầu,side_effects,tác_dụng_phụ,1.0
Bí quyết sống khỏe mạnh với béo phì?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Uống acetaminophen có ảnh hưởng gì,side_effects,tác_dụng_phụ,0.8
Làm sao để chữa ho khan?,symptom_inquiry,triệu_chứng,0.8
"Đang dùng atorvastatin, có được uống vitamin C?",drug_interaction,tương_tác_thuốc,1.0
Liều lượng thuốc acetaminophen,drug_question,thuốc,0.8
Cách sống khỏe với đau khớp?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Kinh nghiệm giữ ấm mùa đông hiệu quả?,general_health,sức_khỏe_tổng_quát,1.0
"Hi anh/chị, tôi cần hỗ trợ",greeting,chào_hỏi,1.0
Cần cấp cứu ngay vì tim ngừng đập,emergency,cấp_cứu,1.0
Thuốc aspirin có làm giảm tác dụng của digoxin?,drug_interaction,tương_tác_thuốc,1.0
Hiệu quả của xét nghiệm nước tiểu ra sao?,medical_procedure,thủ_thuật_y_tế,1.0
Có thể dùng aspirin cùng với gabapentin không?,drug_interaction,tương_tác_thuốc,1.0
Có triệu chứng đau bụng,symptom_inquiry,triệu_chứng,1.0
Thuốc amlodipine có tương tác với digoxin không?,drug_interaction,tương_tác_thuốc,1.0
Cấp cứu! co giật,emergency,cấp_cứu,1.0
"Chào cô, tôi có câu hỏi",greeting,chào_hỏi,1.0
Chống chỉ định của cetirizine,side_effects,tác_dụng_phụ,0.7
Phim tốt 564,unknown,không_xác_định,1.0
Nhạc tốt 293,unknown,không_xác_định,1.0
Thuốc paracetamol có gây chóng mặt không,side_effects,tác_dụng_phụ,1.0
Liều tối đa của acetylsalicylic acid,dosage_question,liều_lượng,0.8
Thuốc ibuprofen có ảnh hưởng đến vitamin C?,drug_interaction,tương_tác_thuốc,1.0
Cấp cứu! sốc phản vệ,emergency,cấp_cứu,1.0
Đi ngon 193,unknown,không_xác_định,1.0
Thời gian đo mật độ xương mất bao lâu?,medical_procedure,thủ_thuật_y_tế,1.0
Thực phẩm nên tránh khi thận yếu?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Tình huống khẩn cấp: đột quỵ,emergency,cấp_cứu,1.0
Cách giảm stress hiệu quả nhất?,general_health,sức_khỏe_tổng_quát,1.0
Báo động đỏ: chảy máu nhiều,emergency,cấp_cứu,1.0
Phim ngon 843,unknown,không_xác_định,1.0
Phim tốt 484,unknown,không_xác_định,1.0
Thành phần của metformin,drug_question,thuốc,0.7
tháng này mệt mỏi,symptom_inquiry,triệu_chứng,0.8
Tập thể dục như thế nào khi cholesterol cao?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Cần bác sĩ gấp: ngộ độc nghiêm trọng,emergency,cấp_cứu,1.0
"Đang dùng losartan, có được uống insulin?",drug_interaction,tương_tác_thuốc,1.0
Khám sức khỏe định kỳ,general_health,sức_khỏe_tổng_quát,1.0
Mua thuốc paracetamol ở đâu,drug_question,thuốc,1.0
Từ hôm qua ho,symptom_inquiry,triệu_chứng,1.0
Cần làm gì để giữ sức khỏe?,general_health,sức_khỏe_tổng_quát,1.0
Quy tắc ăn uống lành mạnh cơ bản?,general_health,sức_khỏe_tổng_quát,1.0
một thời gian đau đầu,symptom_inquiry,triệu_chứng,0.8
Chế độ ăn cho người trầm cảm?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Chế độ ăn cho người đau khớp?,diet_lifestyle,chế_độ_sinh_hoạt,1.0
Thành phần của paracetamol,drug_question,thuốc,0.7
Làm sao để bảo vệ mắt an toàn?,general_health,sức_khỏe_tổng_quát,1.0
Cần cấp cứu ngay vì đau ngực dữ dội,emergency,cấp_cứu,1.0
Nhạc vui 195,unknown,không_xác_định,1.0
Rủi ro của MRI não là gì?,medical_procedure,thủ_thuật_y_tế,1.0
SOS! gãy xương hở,emergency,cấp_cứu,1.0
Cấp cứu! mất ý thức,emergency,cấp_cứu,1.0
Nhịn ăn gián đoạn ảnh hưởng gì?,diet_lifestyle,diet_lifestyle,1.0
Chi phí chụp X-quang bao nhiêu?,medical_procedure,thủ_thuật_y_tế,1.0
Xem vui 453,unknown,không_xác_định,1.0
